ManufacturerName,DKPartNumber,ProductDescription,QuantityOnHand,AvailableOnOrder,ManfacturerPublicQuantity,UnitPrice,ManufacturerLeadWeeks,StandardPackage,MinimumOrderQuantity,Url,Packaging,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Features,Failure Rate,Notification,Applications,Temperature Coefficient,Thickness (Max),Lead Style,Ratings
"{'Id': '399', 'Text': 'KEMET'}",399-4722-2-ND,CAP TANT POLY 220UF 2.5V 2917,500,0,0,1.008,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D227M2R5ATE007/399-4722-2-ND/1001021,Tape & Reel (TR),Active,220µF,±20%,2.5V,Molded,7 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4089-2-ND,CAP TANT POLY 220UF 2.5V 2917,2000,0,0,1.2495,22 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V227M2R5ATE009/399-4089-2-ND/818950,Tape & Reel (TR),Active,220µF,±20%,2.5V,Molded,9 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10362-2-ND,CAP TANT POLY 330UF 10V 2917,5000,0,0,1.827,5 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520Y337M010ATE015/399-10362-2-ND/3760637,Tape & Reel (TR),Active,330µF,±20%,10V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.157"" (4.00mm)",-,Y,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4720-2-ND,CAP TANT POLY 100UF 6.3V 2917,1000,0,0,1.323,6 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V107M006ATE007/399-4720-2-ND/1001019,Tape & Reel (TR),Active,100µF,±20%,6.3V,Molded,7 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16623-2-ND,CAP TANT POLY 100UF 16V 100MOHM,0,2000,0,1.18688,16 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T523W107M016APE100/399-16623-2-ND/8021879,Tape & Reel (TR),Active,100µF,±20%,16V,Molded,100 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.059"" (1.50mm)",-,W,General Purpose,,,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-8859-2-ND,CAP TANT POLY 470UF 6.3V 2917,0,7000,0,1.029,25 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T545W477M006ATE035/399-8859-2-ND/3522146,Tape & Reel (TR),Active,470µF,±20%,6.3V,Molded,35 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.059"" (1.50mm)",-,W,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12242-2-ND,CAP TANT POLY 33UF 50V 2917,0,0,0,7.9431,47 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543X336M050ATW040/399-12242-2-ND/5414682,Tape & Reel (TR),Active,33µF,±20%,50V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-3468-2-ND,CAP TANT POLY 47UF 16V 2917,2500,13500,0,1.08864,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D476M016ATE035/399-3468-2-ND/754719,Tape & Reel (TR),Active,47µF,±20%,16V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-5935-2-ND,CAP TANTALUM 68UF 16V 2917,5000,5000,0,0.735,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T521V686M016ATE050/399-5935-2-ND/2640598,Tape & Reel (TR),Active,68µF,±20%,16V,Molded,50 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12080-2-ND,CAP TANT POLY 220UF 10% 10V SMD,0,0,0,7.03004,18 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543D227K010AHW0107505/399-12080-2-ND/5344122,Tape & Reel (TR),Active,220µF,±10%,10V,Molded,10 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-5606-2-ND,CAP TANT POLY 68UF 6.3V 2312,500,0,0,0.4641,14 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520C686M006ATE100/399-5606-2-ND/2039632,Tape & Reel (TR),Active,68µF,±20%,6.3V,Molded,100 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-13354-2-ND,CAP TANT POLY 100UF 10% 10V 2312,100,0,0,5.6784,18 weeks,100,100,www.digikey.com/product-detail/en/kemet/T543C107K010AHW025D100/399-13354-2-ND/6100164,Tape & Reel (TR),Active,100µF,±10%,10V,Molded,25 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-9777-2-ND,CAP TANT POLY 330UF 2.5V 2312,0,22000,0,0.69616,32 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520C337M2R5ATE015/399-9777-2-ND/3724867,Tape & Reel (TR),Active,330µF,±20%,2.5V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4026-2-ND,CAP TANT POLY 68UF 4V 3528,4000,0,0,0.33495,28 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B686M004ATE070/399-4026-2-ND/818887,Tape & Reel (TR),Active,68µF,±20%,4V,Molded,70 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-8857-2-ND,CAP TANT POLY 330UF 16V 2917,0,2000,0,4.205,14 weeks,500,500,www.digikey.com/product-detail/en/kemet/T545X337M016ATE025/399-8857-2-ND/3522148,Tape & Reel (TR),Active,330µF,±20%,16V,Molded,25 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.157"" (4.00mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-5235-2-ND,CAP TANT POLY 220UF 6.3V 2312,1500,4500,0,0.66046,13 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520C227M006ATE018/399-5235-2-ND/1829955,Tape & Reel (TR),Active,220µF,±20%,6.3V,Molded,18 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12238-2-ND,CAP TANT POLY 10UF 63V 2917,0,0,0,6.82762,18 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543X106M063ATE0507505/399-12238-2-ND/5414678,Tape & Reel (TR),Active,10µF,±20%,63V,Molded,50 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-13353-2-ND,CAP TANT POLY 47UF 10% 10V 3528,0,0,0,4.4586,18 weeks,100,100,www.digikey.com/product-detail/en/kemet/T543B476K010AHW035D100/399-13353-2-ND/6100163,Tape & Reel (TR),Active,47µF,±10%,10V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)",-,B,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-11720-2-ND,CAP TANTALUM 22UF 50V 2917,15500,14000,0,1.827,14 weeks,500,500,www.digikey.com/product-detail/en/kemet/T521X226M050ATE075/399-11720-2-ND/5131702,Tape & Reel (TR),Active,22µF,±20%,50V,Molded,75 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12074-2-ND,CAP TANT POLY 100UF 10% 10V SMD,500,0,0,5.0315,18 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543D107K010AHW0257505/399-12074-2-ND/5344116,Tape & Reel (TR),Active,100µF,±10%,10V,Molded,25 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-14252-2-ND,CAP TANT POLY 1.5UF 50V 1411,2000,0,0,0.49392,32 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T521B155M050ATE200/399-14252-2-ND/6826924,Tape & Reel (TR),Active,1.5µF,±20%,50V,Molded,200 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10372-2-ND,CAP TANT POLY 470UF 4V 2917,0,0,0,3.46186,24 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530D477M004AHE006/399-10372-2-ND/3760647,Tape & Reel (TR),Active,470µF,±20%,4V,Molded,6 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-6330-2-ND,CAP TANT POLY 47UF 16V 2917,500,0,0,10.121,17 weeks,500,500,www.digikey.com/product-detail/en/kemet/T540D476M016AH6710/399-6330-2-ND/2811017,Tape & Reel (TR),Active,47µF,±20%,16V,Molded,65 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-8551-2-ND,CAP TANT POLY 47UF 35V 2917,1500,1000,0,10.875,6 weeks,500,500,www.digikey.com/product-detail/en/kemet/T541X476M035AH6510/399-8551-2-ND/3478652,Tape & Reel (TR),Active,47µF,±20%,35V,Molded,60 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-3155-2-ND,CAP TANT POLY 47UF 16V 2917,2500,0,0,1.6716,20 weeks,500,500,www.digikey.com/product-detail/en/kemet/T525D476M016ATE065/399-3155-2-ND/564883,Tape & Reel (TR),Active,47µF,±20%,16V,Molded,65 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4038-2-ND,CAP TANT POLY 150UF 8V 2917,0,0,0,0.62476,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D157M008ATE055/399-4038-2-ND/818899,Tape & Reel (TR),Active,150µF,±20%,8V,Molded,55 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-13120-2-ND,CAP TANT POLY 47UF 20V 7343,1000,0,0,0.9555,22 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T521W476M020ATE040/399-13120-2-ND/5844146,Tape & Reel (TR),Active,47µF,±20%,20V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.059"" (1.50mm)",-,W,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-5140-2-ND,CAP TANT POLY 68UF 10V 2312,3000,0,0,1.029,14 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520U686M010ATE055/399-5140-2-ND/1681755,Tape & Reel (TR),Active,68µF,±20%,10V,Molded,55 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.059"" (1.50mm)",-,U,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12230-2-ND,CAP TANT POLY 47UF 10V 3528,2000,0,0,3.48566,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T543B476M010ATW070/399-12230-2-ND/5414670,Tape & Reel (TR),Active,47µF,±20%,10V,Molded,70 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)",-,B,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-4048-2-ND,CAP TANT POLY 330UF 4V 2917,12000,0,0,0.96684,22 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D337M004ATE009/399-4048-2-ND/818909,Tape & Reel (TR),Active,330µF,±20%,4V,Molded,9 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10454-2-ND,CAP TANT POLY 15UF 63V 2917,0,500,0,11.6,53 weeks,500,500,www.digikey.com/product-detail/en/kemet/T541X156M063AH6510/399-10454-2-ND/3945649,Tape & Reel (TR),Active,15µF,±20%,63V,Molded,50 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-10455-2-ND,CAP TANT POLY 10UF 63V 2917,500,0,0,10.875,54 weeks,500,500,www.digikey.com/product-detail/en/kemet/T541X106M063AH6510/399-10455-2-ND/3945648,Tape & Reel (TR),Active,10µF,±20%,63V,Molded,150 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-13365-2-ND,CAP TANT POLY 10UF 10% 63V 7343,0,0,0,10.5662,18 weeks,100,100,www.digikey.com/product-detail/en/kemet/T543X106K063AHW050D100/399-13365-2-ND/6100175,Tape & Reel (TR),Active,10µF,±10%,63V,Molded,50 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-4076-2-ND,CAP TANT POLY 150UF 6.3V 2917,0,2000,0,0.6426,22 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V157M006ATE009/399-4076-2-ND/818937,Tape & Reel (TR),Active,150µF,±20%,6.3V,Molded,9 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
